"order_number","order_date","order_year","customer_key","customer_name","gender","birthday","age","store_key","country","state","order_revenue","order_profit","total_quantity"
"388006",2016-01-23,2016,1098143,Morgan Foster,Female,1977-07-02,49,41,United Kingdom,Fermanagh,526.90,302.72,6
"388007",2016-01-23,2016,1112613,Olivia Moore,Female,1943-01-08,83,42,United Kingdom,North Down,1079.60,529.20,4
"388008",2016-01-23,2016,1170323,Kieran Howarth,Male,1964-09-12,62,41,United Kingdom,Fermanagh,3310.17,1997.80,14
"388009",2016-01-23,2016,930705,Elizabeth Butler,Female,1999-03-30,27,40,United Kingdom,Dungannon and South Tyrone,68.67,45.93,3
"388010",2016-01-23,2016,1001228,Victoria Waters,Female,1985-09-22,41,39,United Kingdom,Blaenau Gwent,463.60,267.84,5
"388011",2016-01-23,2016,1702898,Dee Pickens,Male,1992-08-08,34,61,United States,South Carolina,9890.40,5249.86,21
"388012",2016-01-23,2016,2086544,Andrea Trommler,Female,1939-02-10,87,50,United States,Kansas,559.38,274.19,3
"388013",2016-01-23,2016,1559552,Dora Fauntleroy,Female,1938-03-21,88,0,Online,Online,179.99,97.22,1
"388014",2016-01-23,2016,1671541,Lela Cook,Female,1943-03-10,83,57,United States,New Mexico,279.54,137.68,9
"390000",2016-01-25,2016,1699570,John Iraheta,Male,1987-11-10,39,59,United States,Oregon,1018.98,578.54,3
"390001",2016-01-25,2016,1301552,Russell Whitehurst,Male,2000-08-05,26,51,United States,Maine,1363.32,764.65,14
"390002",2016-01-25,2016,2029518,Jan Berg,Male,1939-04-04,87,0,Online,Online,947.22,504.66,9
"390003",2016-01-25,2016,253233,Elva Wong,Female,1962-12-13,64,10,Canada,Nunavut,22.89,15.31,1
"390004",2016-01-25,2016,1321513,Carol Woodham,Female,1991-12-04,35,48,United States,Idaho,2369.94,1584.74,2
"390005",2016-01-25,2016,549766,Johanna Nacht,Female,1939-01-16,87,22,Germany,Freistaat Thüringen,1149.99,767.20,4
"391000",2016-01-26,2016,881876,Dami�n Otterspeer,Male,1969-10-23,57,32,Netherlands,Flevoland,821.97,402.92,4
"391001",2016-01-26,2016,361945,Charles Hutchison,Male,1991-02-26,35,0,Online,Online,999.00,489.68,1
"391002",2016-01-26,2016,1201225,John Lally,Male,1996-02-06,30,45,United States,Connecticut,52.65,28.44,2
"391003",2016-01-26,2016,1427869,Wyatt Holquin,Male,1946-11-06,80,44,United States,Arkansas,137.38,69.72,7
"391004",2016-01-26,2016,444160,Tom Scholz,Male,1980-05-01,46,19,Germany,Berlin,195.81,98.04,9
"391006",2016-01-26,2016,1885990,Mary Doty,Female,1952-05-17,74,51,United States,Maine,346.78,193.20,3
"391007",2016-01-26,2016,125950,Isabelle Primrose,Female,1942-07-18,84,6,Australia,Western Australia,506.87,273.78,2
"392000",2016-01-27,2016,1302998,Jean Williams,Female,1939-10-03,87,51,United States,Maine,458.97,224.96,4
"392001",2016-01-27,2016,1227891,Michelle Gordon,Female,1993-12-01,33,54,United States,Nebraska,939.94,507.70,2
"392002",2016-01-27,2016,1855347,Anna Johnson,Female,1971-12-23,55,59,United States,Oregon,1979.86,1000.46,7
"392003",2016-01-27,2016,1471397,Elizabeth Peete,Female,1941-06-11,85,0,Online,Online,3759.76,2030.80,8
"392004",2016-01-27,2016,401785,Katrin Eiffel,Female,1994-05-14,32,0,Online,Online,2436.98,1311.21,9
"392005",2016-01-27,2016,1458301,William Templin,Male,2000-08-28,26,48,United States,Idaho,5736.57,3586.00,17
"392006",2016-01-27,2016,1310403,Derrick Burleson,Male,1938-01-21,88,65,United States,West Virginia,11089.62,6903.86,8
"392007",2016-01-27,2016,1079159,Katie Nixon,Female,1936-05-16,90,41,United Kingdom,Fermanagh,786.93,446.78,8
"392008",2016-01-27,2016,992150,Amelie Wood,Female,1951-10-22,75,39,United Kingdom,Blaenau Gwent,779.97,521.55,3
"392009",2016-01-27,2016,1724829,Lisa Johnson,Female,1937-07-18,89,54,United States,Nebraska,517.99,255.36,4
"392010",2016-01-27,2016,651767,Aloin Dandonneau,Male,1950-12-13,76,18,France,Mayotte,2784.03,1667.54,19
"393001",2016-01-28,2016,530451,Stefan Kunze,Male,1985-06-30,41,19,Germany,Berlin,15107.82,9973.02,17
"393002",2016-01-28,2016,792110,Boris Pisano,Male,1964-05-29,62,28,Italy,Caltanissetta,2124.00,1420.29,9
"393003",2016-01-28,2016,1188400,Eva Henry,Female,1950-08-26,76,38,United Kingdom,Belfast,1970.89,1005.56,12
"393004",2016-01-28,2016,2007813,Dawid Robertson,Male,1971-07-08,55,0,Online,Online,987.99,484.30,4
"393005",2016-01-28,2016,1112419,Ethan Sutton,Male,1981-08-07,45,39,United Kingdom,Blaenau Gwent,2447.49,1321.56,13
"393006",2016-01-28,2016,1765324,Dustin Cruz,Male,1952-09-21,74,51,United States,Maine,1657.98,895.54,4
"393007",2016-01-28,2016,1206405,Francis Menzies,Male,1947-06-25,79,45,United States,Connecticut,3159.64,1553.77,12
"393008",2016-01-28,2016,1823888,Thomas Obregon,Male,1983-04-22,43,57,United States,New Mexico,199.99,108.02,1
"393009",2016-01-28,2016,1765579,Russell Golden,Male,1944-07-03,82,56,United States,New Hampshire,94.99,46.56,1
"393010",2016-01-28,2016,313968,Christopher Kemp,Male,1966-05-19,60,0,Online,Online,932.93,503.90,9
"394000",2016-01-29,2016,1736019,Reed Flatt,Male,1941-09-01,85,0,Online,Online,1280.96,806.38,5
"394001",2016-01-29,2016,186894,Stella Brookfield,Female,1948-02-09,78,5,Australia,Victoria,13591.97,9019.24,16
"394002",2016-01-29,2016,452923,Ralf Eisenberg,Male,1973-03-14,53,27,Germany,Sachsen-Anhalt,22.74,12.04,3
"394003",2016-01-29,2016,431461,Felix Beyer,Male,1958-07-09,68,27,Germany,Sachsen-Anhalt,872.17,440.40,7
"394004",2016-01-29,2016,602720,Carine Sirois,Female,1961-08-10,65,16,France,Limousin,1257.90,662.96,5
"394005",2016-01-29,2016,1810401,Audrey Patterson,Female,1975-04-05,51,65,United States,West Virginia,940.38,574.72,10
"394006",2016-01-29,2016,1041067,Jade Wilkins,Female,1946-10-14,80,37,United Kingdom,Ayrshire,192.00,94.14,6
"394007",2016-01-29,2016,1337730,Laura Henry,Female,1968-02-27,58,63,United States,Utah,499.95,245.05,5
"395000",2016-01-30,2016,829132,Ivan Huisken,Male,1958-12-10,68,32,Netherlands,Flevoland,573.60,281.16,4
"395001",2016-01-30,2016,216550,William Palacios,Male,1963-05-29,63,10,Canada,Nunavut,1406.49,741.21,12
"395002",2016-01-30,2016,250944,Dallas Hudson,Male,1976-03-01,50,8,Canada,Newfoundland and Labrador,383.97,205.47,6
"395003",2016-01-30,2016,1296866,Grant Burkhart,Male,1963-01-12,63,54,United States,Nebraska,4028.89,2333.83,14
"395004",2016-01-30,2016,2063107,Lachlan Gormly,Male,1961-10-20,65,45,United States,Connecticut,2743.02,1519.88,12
"395005",2016-01-30,2016,2082135,Alexander Kortig,Male,1942-09-05,84,54,United States,Nebraska,164.40,101.05,10
"395006",2016-01-30,2016,127193,Alana Pearson,Female,1977-02-09,49,5,Australia,Victoria,1962.92,1085.88,11
"395007",2016-01-30,2016,1714451,Ernest Griggs,Male,1946-11-08,80,54,United States,Nebraska,2219.88,1251.58,12
"395008",2016-01-30,2016,1401419,Charlotte Munson,Female,1966-04-05,60,61,United States,South Carolina,286.80,140.58,2
"395009",2016-01-30,2016,731556,Valter Beneventi,Male,1963-10-08,63,29,Italy,Enna,3200.00,2139.78,2
"395010",2016-01-30,2016,1549964,Maria Kumar,Female,1984-10-07,42,55,United States,Nevada,3185.00,2129.75,5
"395011",2016-01-30,2016,1114319,Edward Black,Male,1986-03-13,40,36,United Kingdom,Armagh,10217.94,6723.13,6
"395012",2016-01-30,2016,1418448,Kenneth Reese,Male,1939-07-27,87,65,United States,West Virginia,916.00,479.75,10
"395014",2016-01-30,2016,1178352,Joseph Anderson,Male,1959-04-29,67,42,United Kingdom,North Down,2899.90,1939.10,10
"397000",2016-02-01,2016,1677739,Kevin Alvarez,Male,1962-10-11,64,55,United States,Nevada,2339.91,1564.65,9
"397001",2016-02-01,2016,1140654,Sienna Wood,Female,1982-05-20,44,37,United Kingdom,Ayrshire,2499.00,1516.80,7
"397002",2016-02-01,2016,1348253,Joseph Brown,Male,1960-06-28,66,0,Online,Online,684.76,353.64,6
"397003",2016-02-01,2016,760816,Ermenegilda Endrizzi,Female,2000-08-07,26,29,Italy,Enna,2201.69,1446.92,6
"397004",2016-02-01,2016,1866421,Melanie Ward,Female,1958-01-22,68,0,Online,Online,1609.62,869.42,7
"397005",2016-02-01,2016,1650783,Anita Hunt,Female,1973-03-07,53,64,United States,Washington DC,21122.93,13234.59,31
"398000",2016-02-02,2016,1110229,Jay Patel,Male,1956-04-07,70,42,United Kingdom,North Down,26.00,12.74,1
"398001",2016-02-02,2016,130214,Zoe Coleman,Female,1949-03-20,77,5,Australia,Victoria,8844.15,5762.93,22
"398002",2016-02-02,2016,1822089,Dorothy Robinson,Female,1944-05-02,82,44,United States,Arkansas,4759.94,2571.00,6
"398003",2016-02-02,2016,1355155,Ester Jones,Female,1949-09-03,77,51,United States,Maine,1408.00,793.30,5
"398004",2016-02-02,2016,1001493,Elliot Potter,Male,1945-12-30,81,36,United Kingdom,Armagh,732.86,368.97,15
"398005",2016-02-02,2016,1761462,Elvis Campbell,Male,1963-10-24,63,63,United States,Utah,5588.14,2980.07,17
"398006",2016-02-02,2016,857287,Emirhan Both,Male,1991-08-14,35,34,Netherlands,Groningen,2951.09,1748.55,15
"398007",2016-02-02,2016,1042883,Alex Douglas,Male,1967-10-08,59,42,United Kingdom,North Down,2891.00,1556.77,8
"399000",2016-02-03,2016,1887449,Charles Le,Male,1964-08-24,62,64,United States,Washington DC,69.45,37.50,5
"399001",2016-02-03,2016,687377,Alexandre Babin,Male,1947-10-25,79,12,France,Basse-Normandie,430.00,210.80,10
"399002",2016-02-03,2016,1476450,Steven Moore,Male,1962-09-28,64,51,United States,Maine,189.98,93.12,2
"399003",2016-02-03,2016,1232687,Cathy Bailey,Female,1961-07-06,65,59,United States,Oregon,602.06,309.82,17
"399004",2016-02-03,2016,822698,Jacobine van Lambalgen,Female,1981-04-25,45,0,Online,Online,936.00,505.56,3
"399006",2016-02-03,2016,1363203,James Somers,Male,1939-10-03,87,65,United States,West Virginia,2723.00,1334.76,7
"399007",2016-02-03,2016,1191228,Sophia Patel,Female,1952-09-07,74,38,United Kingdom,Belfast,414.99,275.18,2
"399009",2016-02-03,2016,784001,Ireneo Fiorentini,Male,1960-01-13,66,28,Italy,Caltanissetta,1332.70,854.15,11
"399010",2016-02-03,2016,906625,Millie Barker,Female,1991-11-10,35,36,United Kingdom,Armagh,2916.85,1603.68,14
"400000",2016-02-04,2016,1883755,Michelle Spencer,Female,1968-01-30,58,61,United States,South Carolina,1191.78,643.72,6
"400001",2016-02-04,2016,264640,Roscoe Becker,Male,1993-07-17,33,8,Canada,Newfoundland and Labrador,1895.94,1048.21,4
"400002",2016-02-04,2016,363872,Sylvia Crabtree,Female,1988-10-22,38,9,Canada,Northwest Territories,6293.94,3681.63,14
"400003",2016-02-04,2016,446883,Monika Pfaff,Female,1951-02-03,75,27,Germany,Sachsen-Anhalt,12940.42,8626.92,16
"400004",2016-02-04,2016,106880,Alexandra Douglas,Female,1942-06-07,84,5,Australia,Victoria,9030.93,5972.46,19
"400005",2016-02-04,2016,2065817,Oldrich Hlava,Male,1977-10-08,49,65,United States,West Virginia,2519.91,1235.16,9
"400006",2016-02-04,2016,1996959,Antonija Horvat,Female,1981-03-28,45,0,Online,Online,74.97,36.75,3
"400007",2016-02-04,2016,1987941,Matilda Kindler,Female,1996-03-15,30,63,United States,Utah,6709.85,4385.87,10
"400009",2016-02-04,2016,1310047,Helen Nguyen,Female,1987-03-12,39,45,United States,Connecticut,218.00,145.78,2
"400010",2016-02-04,2016,606808,Marlon Pellerin,Male,1994-01-18,32,0,Online,Online,1741.97,1010.92,14
"400011",2016-02-04,2016,1122248,Tilly Dobson,Female,1947-05-19,79,37,United Kingdom,Ayrshire,459.80,225.38,2
"401002",2016-02-05,2016,1787415,Ina Gillan,Female,1983-01-31,43,48,United States,Idaho,4543.66,2793.03,10
"401003",2016-02-05,2016,376977,William Schmidt,Male,1971-09-08,55,8,Canada,Newfoundland and Labrador,191.90,94.06,2
"401004",2016-02-05,2016,1565847,Allen Scott,Male,1996-11-29,30,47,United States,Hawaii,1140.00,615.78,6
"401005",2016-02-05,2016,953489,Muhammad Newman,Male,1937-08-11,89,41,United Kingdom,Fermanagh,6581.85,3541.39,24
"401007",2016-02-05,2016,1774119,Linda Brooker,Female,1946-12-31,80,47,United States,Hawaii,624.00,337.05,3
"402000",2016-02-06,2016,1086200,Jennifer Nixon,Female,1990-06-08,36,37,United Kingdom,Ayrshire,905.00,488.83,4
"402001",2016-02-06,2016,732289,Indro Piccio,Male,1949-02-24,77,28,Italy,Caltanissetta,2029.95,1160.71,10
"402002",2016-02-06,2016,1673191,Krista Drummond,Female,1938-05-18,88,47,United States,Hawaii,1259.93,680.54,7
"402004",2016-02-06,2016,1906975,Jules Boncoeur,Male,1983-09-03,43,54,United States,Nebraska,1595.00,861.50,5
"402005",2016-02-06,2016,941746,David Parkinson,Male,1941-10-09,85,39,United Kingdom,Blaenau Gwent,1149.87,610.60,9
"402006",2016-02-06,2016,1763642,Karen Smith,Female,1972-04-18,54,64,United States,Washington DC,9364.90,6143.43,10
"402007",2016-02-06,2016,957784,Georgia Power,Female,1999-03-13,27,41,United Kingdom,Fermanagh,1787.95,1126.94,10
"402008",2016-02-06,2016,1427596,Gregory Beckman,Male,1940-12-27,86,61,United States,South Carolina,11998.00,7987.45,11
"402009",2016-02-06,2016,783691,Pupetta Udinese,Female,1990-12-26,36,30,Italy,Pesaro,6979.88,3770.12,10
"402010",2016-02-06,2016,1653624,Richard Turner,Male,1946-01-21,80,0,Online,Online,444.00,239.82,3
"402011",2016-02-06,2016,1730479,Raymond Smith,Male,1997-10-02,29,59,United States,Oregon,12191.96,8152.54,6
"402012",2016-02-06,2016,1392371,Mae Lemons,Female,1999-04-29,27,51,United States,Maine,8924.40,5844.68,22
"402013",2016-02-06,2016,729681,Rossana Padovesi,Female,1981-04-18,45,28,Italy,Caltanissetta,7899.68,4254.39,11
"404000",2016-02-08,2016,1258466,Janet Waddle,Female,1990-11-27,36,54,United States,Nebraska,1787.69,932.81,11
"404001",2016-02-08,2016,495894,Anke Lehmann,Female,1987-09-12,39,22,Germany,Freistaat Thüringen,1514.87,821.19,3
"404002",2016-02-08,2016,1324963,Joseph McDonald,Male,1972-12-20,54,57,United States,New Mexico,1491.97,791.05,9
"404004",2016-02-08,2016,368115,Wanita Woods,Female,2000-07-18,26,10,Canada,Nunavut,1343.74,890.57,7
"404005",2016-02-08,2016,295597,Ralph Martin,Male,1967-10-31,59,0,Online,Online,2124.00,1226.81,6
"405000",2016-02-09,2016,1548406,John Smithers,Male,1966-02-06,60,47,United States,Hawaii,9.98,4.90,2
"405001",2016-02-09,2016,1437592,Timothy Flores,Male,1994-01-13,32,50,United States,Kansas,5650.69,3053.33,11
"405002",2016-02-09,2016,474309,Stefanie Becker,Female,1939-02-02,87,27,Germany,Sachsen-Anhalt,11421.35,6892.64,22
"405003",2016-02-09,2016,582819,Marko Burger,Male,1937-11-08,89,24,Germany,Hessen,424.97,213.04,4
"405005",2016-02-09,2016,39894,Samantha Begg,Female,1941-02-26,85,0,Online,Online,879.92,431.28,8
"405006",2016-02-09,2016,622011,Blanchefle Douffet,Female,1944-01-31,82,17,France,Martinique,632.02,335.85,10
"405007",2016-02-09,2016,1906549,Milada Vargov�,Female,1997-01-06,29,57,United States,New Mexico,598.00,323.00,2
"406000",2016-02-10,2016,1533894,Victoria Haynes,Female,1967-11-23,59,50,United States,Kansas,638.00,344.60,2
"406001",2016-02-10,2016,1610147,Elizabeth Gilliam,Female,1965-01-03,61,0,Online,Online,3137.70,1729.10,17
"406002",2016-02-10,2016,1954639,Slavom�r Li�ka,Male,1973-08-07,53,47,United States,Hawaii,1470.00,783.83,9
"406003",2016-02-10,2016,1310201,James Holbrook,Male,1965-09-22,61,65,United States,West Virginia,5359.00,2644.86,13
"406004",2016-02-10,2016,1389462,Gary Quiles,Male,2001-05-17,25,43,United States,Alaska,190.00,102.63,1
"406005",2016-02-10,2016,1883820,Jake Lee,Male,1940-08-10,86,61,United States,South Carolina,519.90,335.20,10
"406006",2016-02-10,2016,761306,Antonina Davide,Female,2000-01-19,26,29,Italy,Enna,3798.72,2070.50,16
"406007",2016-02-10,2016,1451764,Richard Lane,Male,1977-12-11,49,0,Online,Online,359.98,194.44,2
"406008",2016-02-10,2016,1827243,Carolyn Major,Female,1978-03-03,48,66,United States,Wyoming,9093.30,5378.70,30
"406009",2016-02-10,2016,332217,Margaret West,Female,1992-04-02,34,8,Canada,Newfoundland and Labrador,387.00,189.69,3
"406010",2016-02-10,2016,490481,Doreen Abend,Female,1979-01-31,47,20,Germany,Brandenburg,1150.62,721.37,9
"407000",2016-02-11,2016,526411,Lukas Krueger,Male,1943-05-19,83,19,Germany,Berlin,3686.34,2448.09,6
"407001",2016-02-11,2016,993480,Tegan Hancock,Female,1966-09-21,60,37,United Kingdom,Ayrshire,2736.49,1478.10,11
"407002",2016-02-11,2016,1342915,Maryann Edmonds,Female,1988-09-22,38,0,Online,Online,5384.00,3600.16,8
"407003",2016-02-11,2016,960606,Sienna Freeman,Female,1937-11-08,89,38,United Kingdom,Belfast,457.98,278.10,3
"407004",2016-02-11,2016,307767,Crissy McCollum,Female,1944-04-19,82,10,Canada,Nunavut,269.43,176.71,8
"407005",2016-02-11,2016,2043928,Poppy Rotton,Female,1937-05-05,89,59,United States,Oregon,1544.74,769.33,14
"407006",2016-02-11,2016,516663,Ulrich Lehmann,Male,1959-12-20,67,27,Germany,Sachsen-Anhalt,983.00,560.67,5
"407007",2016-02-11,2016,224111,Irene Cardoza,Female,1977-10-14,49,10,Canada,Nunavut,6207.86,3293.87,6
"407009",2016-02-11,2016,367131,Heather Henderson,Female,1941-01-20,85,9,Canada,Northwest Territories,12265.40,6608.72,7
"407010",2016-02-11,2016,1380756,Owen Miller,Male,1978-12-09,48,0,Online,Online,832.70,447.94,9
"407011",2016-02-11,2016,1983649,Susan Kinnear,Female,1943-05-15,83,50,United States,Kansas,3560.89,2297.04,6
"408001",2016-02-12,2016,322186,James Gutierrez,Male,1969-04-12,57,9,Canada,Northwest Territories,5179.46,3406.02,20
"408002",2016-02-12,2016,1297155,Linda Simon,Female,1996-08-15,30,43,United States,Alaska,44.97,22.05,3
"408003",2016-02-12,2016,1716565,Philip Pena,Male,1943-09-02,83,61,United States,South Carolina,4996.33,2691.91,21
"408004",2016-02-12,2016,784296,Isacco Endrizzi,Male,1943-02-24,83,29,Italy,Enna,11.00,5.40,2
"408005",2016-02-12,2016,1788888,Michael Grogan,Male,1951-09-13,75,57,United States,New Mexico,4379.86,2360.24,10
"408006",2016-02-12,2016,1551319,Christopher Whitmire,Male,1961-05-02,65,61,United States,South Carolina,4850.93,2616.58,11
"408007",2016-02-12,2016,656387,Lothair D'Aubign�,Male,1966-01-23,60,14,France,Franche-Comté,258.00,139.36,2
"408008",2016-02-12,2016,326510,Christopher Jeanlouis,Male,1985-05-08,41,10,Canada,Nunavut,280.52,151.52,4
"408010",2016-02-12,2016,1908175,Pastora Pagan,Female,1980-03-26,46,47,United States,Hawaii,499.98,334.32,2
"409000",2016-02-13,2016,1747015,Karen Robinson,Female,1971-06-10,55,64,United States,Washington DC,1470.73,720.96,17
"409001",2016-02-13,2016,1856221,Stephanie Moore,Female,1947-05-05,79,0,Online,Online,12606.54,8177.57,15
"409002",2016-02-13,2016,1959938,Anthony Nangle,Male,1969-12-07,57,66,United States,Wyoming,1330.00,718.41,7
"409003",2016-02-13,2016,919575,Liam Crawford,Male,1954-03-03,72,38,United Kingdom,Belfast,1169.11,629.78,15
"409004",2016-02-13,2016,1303360,Betty Johnson,Female,1980-07-21,46,53,United States,Montana,972.08,494.60,10
"409005",2016-02-13,2016,1156077,Sofia Rhodes,Female,1959-10-24,67,42,United Kingdom,North Down,1403.86,929.48,4
"409006",2016-02-13,2016,1345382,Jose Law,Male,1956-09-19,70,56,United States,New Hampshire,1139.99,613.51,4
"409007",2016-02-13,2016,65163,Abigail Considen,Female,1954-01-19,72,5,Australia,Victoria,56.00,27.44,2
"409008",2016-02-13,2016,581812,David Dietrich,Male,1996-04-23,30,20,Germany,Brandenburg,1971.86,1282.50,10
"409009",2016-02-13,2016,824810,Frederike Bekema,Female,1968-07-08,58,32,Netherlands,Flevoland,72.95,35.77,5
"409010",2016-02-13,2016,1179746,Oscar Davison,Male,1953-05-02,73,39,United Kingdom,Blaenau Gwent,1016.00,498.02,2
"409011",2016-02-13,2016,471223,Stephan Werner,Male,1981-03-30,45,23,Germany,Hamburg,6350.33,3676.42,19
"409012",2016-02-13,2016,2044567,Catriona Dickson,Female,1956-07-30,70,57,United States,New Mexico,940.00,460.75,5
"409013",2016-02-13,2016,1837049,Sherrie Horne,Female,1990-10-05,36,64,United States,Washington DC,4594.00,2481.42,8
"409014",2016-02-13,2016,448232,Michelle Maurer,Female,1945-04-04,81,19,Germany,Berlin,5997.00,3239.24,12
"409015",2016-02-13,2016,613693,Vignette Ruest,Female,1950-06-15,76,15,France,La Réunion,820.00,401.94,2
"409016",2016-02-13,2016,1451919,Chelsea Stockton,Female,1992-08-22,34,63,United States,Utah,2568.69,1284.50,19
"409018",2016-02-13,2016,1083191,Ewan Manning,Male,1958-09-21,68,37,United Kingdom,Ayrshire,279.79,137.15,3
"409019",2016-02-13,2016,1157316,Cerys Wood,Female,1946-04-25,80,41,United Kingdom,Fermanagh,99.00,53.47,1
"409020",2016-02-13,2016,250944,Dallas Hudson,Male,1976-03-01,50,0,Online,Online,493.00,266.29,1
"409021",2016-02-13,2016,730203,Cupido Napolitano,Male,1936-06-18,90,0,Online,Online,57.88,31.26,1
"409022",2016-02-13,2016,944448,Bailey Hunter,Male,1942-03-17,84,0,Online,Online,6399.60,3136.88,4
"410000",2016-02-14,2016,1349131,Katherine Rosales,Female,1986-07-05,40,51,United States,Maine,4731.97,2972.39,5
"410001",2016-02-14,2016,316485,Mary Parshall,Female,1977-03-28,49,10,Canada,Nunavut,2449.00,1200.39,11
"411000",2016-02-15,2016,761306,Antonina Davide,Female,2000-01-19,26,30,Italy,Pesaro,8699.97,5817.51,3
"411001",2016-02-15,2016,1796950,Mary Fernandez,Female,1988-11-11,38,63,United States,Utah,1630.81,851.80,14
"411002",2016-02-15,2016,1965605,Charlie Davis,Male,1965-10-09,61,0,Online,Online,227.96,123.12,4
